,station id,r_value,gradient,intercept,p_value,conclusion
0,00701,0.5326327635888707,0.0004590036694842621,-0.8477559695787266,2.0722961962737287e-06,significant
1,01639,0.413673559153643,0.0002661470159858436,-0.44871694076088214,0.00037143436295336243,significant
2,01691,0.42311067142374886,0.00025829763287059984,-0.44180535652595426,0.00026300804830493526,significant
3,05792,-0.0870682255359597,-1.628379891551895e-07,0.0003392208562065026,0.4735522524426271,non-significant
4,04887,0.5200002030370522,0.0004106500853171793,-0.7580357824682966,3.958763179240596e-06,significant
5,04371,0.42113188436831744,0.00028723088476341696,-0.4954669889990199,0.0002829878140865068,significant
6,02601,0.39819615643639245,0.00029027587975456693,-0.5369123417247972,0.0006403661709178446,significant
7,03631,0.4263891124437479,0.00036347971305447424,-0.6753589908053407,0.00023273079242615115,significant
8,01975,0.5093457964322897,0.0003593358712716539,-0.6464749705427947,6.699359261886721e-06,significant
9,02261,0.5659018946439518,0.0004046120579293229,-0.7487162004291141,3.3037921821047826e-07,significant
10,05371,0.4975752460475607,0.0003335783727833415,-0.6287508169692274,1.1740016211895276e-05,significant
11,03730,0.519993015629075,0.00027540115320340253,-0.49126327369702744,3.960192200555904e-06,significant
12,00691,0.44471547762247327,0.0003142636177882858,-0.5526432026055663,0.00011476085673655566,significant
13,04104,0.5827550733371301,0.00039151224585893125,-0.6985494458181347,1.2039870062016543e-07,significant
14,00867,0.3975624577746897,0.000262600736170429,-0.4486310874267664,0.0006544442542960871,significant
15,05906,0.4776958016406745,0.0003362816310478296,-0.5673941979358824,2.8924879417758314e-05,significant
16,01550,0.4784108311893251,0.0002773972681233574,-0.48600586574733673,2.8028747147290085e-05,significant
17,03032,0.36177902936760165,0.00028188272200654565,-0.5172593876363355,0.002088713158815111,significant
18,05705,0.4987686699449566,0.00037152696503030887,-0.6532207205957296,1.1101332805690285e-05,significant
19,02597,0.3869670343874753,0.00024248256169633728,-0.4043837383631646,0.0009355024042481849,significant
20,00656,0.3465579497094626,0.00022881458052281003,-0.4115486371387381,0.0032930807607050817,significant
21,02014,0.6165125316788767,0.0004334865284883775,-0.786469198299294,1.3297588359675058e-08,significant
22,05100,0.6286282978494735,0.0005017251258094403,-0.920222117152104,2.05978329221145e-08,significant
